custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
SNT8WX,1,1/28/2009,2/24/2009,2/24/2009,36,0,0,94.57,0,0,0,0,Sunday,DCX
LJNKPG,1,2/20/2009,2/20/2009,2/20/2009,45,0,0,97.57,0,0,0,0,Friday,RIC
TWR3KP,0,5/16/2007,5/16/2007,5/16/2007,0,0,0,51.08,0,0,0,0,Tuesday,CHO
Y7NTGF,1,11/16/2007,1/20/2008,12/10/2009,51,5.882352941,3.921568627,59.66,0.028985507,0,0,0,Thursday,RIC
9F8SEG,1,12/6/2008,12/6/2008,7/31/2009,45,17.77777778,0,99.67,0.016877637,1,0,0,Wednesday,RIC
Q5C22C,1,6/1/2009,6/2/2009,12/31/2009,62,12.90322581,6.451612903,62.4,0.127358491,1,1,1,Thursday,BWI
WZLWLX,1,5/13/2007,11/16/2007,1/5/2010,64,14.0625,6.25,45.6,0.065300896,0,1,0,Tuesday,RIC
2Q6LAA,0,4/15/2009,4/15/2009,5/4/2009,10,20,0,84.36,0.105263158,0,0,0,Saturday,DCX
6PUF3Q,1,6/7/2009,10/2/2009,10/2/2009,36,11.11111111,2.777777778,232.15,0,0,0,0,Saturday,DCX
EQXFFP,1,5/23/2009,6/15/2009,6/15/2009,43,34.88372093,18.60465116,100.51,0,1,0,0,Thursday,DCX
DLHVVQ,1,6/22/2008,6/25/2008,9/9/2008,45,6.666666667,2.222222222,166.11,0.026315789,0,0,0,Friday,RIC
VP7YTH,0,5/7/2009,9/3/2009,9/17/2009,0,0,0,175.56,0.214285714,0,0,1,Thursday,BWI
K4R6JR,1,2/24/2009,2/24/2009,4/21/2009,45,6.666666667,0,91,0.035714286,0,0,0,Tuesday,DCX
Z9LW3M,1,7/10/2006,9/16/2006,11/13/2009,52,7.692307692,1.923076923,51.86,0.030329289,0,0,0,Friday,CHO
9X6FEW,1,11/5/2008,1/31/2009,10/1/2009,41,75.6097561,2.43902439,63.67,0.04526749,0,0,0,Friday,RIC
CN96TX,1,8/31/2008,8/31/2008,9/3/2009,36,88.88888889,11.11111111,70.07,0.013586957,0,0,0,Thursday,RIC
XHZ9JW,1,3/19/2008,3/19/2008,7/17/2009,45,15.55555556,0,79.57,0.010309278,0,0,0,Friday,RIC
VQZMC5,1,4/27/2008,12/8/2008,12/28/2009,45,84.44444444,33.33333333,71.78,0.106493506,1,0,0,Thursday,CHO
LEXABS,1,6/20/2009,7/3/2009,8/28/2009,47,0,0,46.23,0.053571429,1,0,0,Friday,DCX
BPTZYL,0,5/3/2009,9/2/2009,9/2/2009,0,0,0,39.48,0,0,0,0,Wednesday,DCX
L8GBQF,1,2/5/2009,2/5/2009,1/8/2010,60,31.66666667,3.333333333,85.72,0.089020772,0,0,0,Monday,CHO
UALVZ9,1,9/14/2008,5/12/2009,5/12/2009,37,54.05405405,5.405405405,66.15,0,0,0,0,Thursday,RIC
7F2CJP,1,8/27/2008,7/23/2008,1/13/2010,41,87.80487805,17.07317073,49.47,0.055658627,0,0,0,Thursday,DCX
LULE48,1,6/20/2009,6/20/2009,7/23/2009,45,0,0,114.33,0.060606061,1,0,0,Wednesday,DCX
28ACJQ,1,12/28/2008,12/28/2008,2/25/2009,45,0,0,99,0.033898305,0,0,0,Saturday,BWI
5SHPNM,1,12/18/2008,12/21/2008,5/6/2009,39,0,0,107.26,0.036764706,0,0,0,Sunday,DCX
3QWLB2,0,4/12/2009,4/12/2009,4/12/2009,28,3.571428571,0,88.86,0,0,0,0,Tuesday,DCX
8XAQZ8,1,5/18/2009,5/19/2009,1/6/2010,46,45.65217391,6.52173913,80.97,0.012931034,1,0,0,Wednesday,DCX
EXJVWF,1,2/1/2007,2/21/2007,11/24/2009,46,45.65217391,13.04347826,67.99,0.01489573,0,0,0,Tuesday,RIC
TCR9TM,1,1/24/2009,3/16/2009,7/31/2009,44,38.63636364,0,85.53,0.02919708,0,0,0,Monday,RIC
NXNKHD,1,4/19/2009,6/16/2009,6/16/2009,44,13.63636364,2.272727273,157.45,0,0,0,0,Tuesday,RIC
WGQN3D,1,10/11/2004,1/3/2006,2/17/2009,42,16.66666667,2.380952381,98.82,0.002629273,0,0,0,Friday,CHO
FNEGTW,0,1/3/2009,2/8/2009,2/8/2009,0,0,0,50.63,0,1,0,0,Tuesday,DCX
LT92NM,1,5/21/2009,5/26/2009,5/26/2009,31,93.5483871,6.451612903,59.96,0,0,0,0,Thursday,RIC
FNPQL5,1,5/29/2009,6/19/2009,1/11/2010,41,80.48780488,17.07317073,35.46,0.160194175,1,0,0,Wednesday,RIC
2KTTCE,1,6/3/2009,6/9/2009,6/9/2009,44,6.818181818,0,40.5,0,1,0,0,Tuesday,DCX
HSLXZR,1,4/24/2009,4/24/2009,4/24/2009,45,0,0,34.86,0,0,0,0,Tuesday,DCX
HM2HGM,1,5/11/2009,5/11/2009,5/11/2009,45,4.444444444,2.222222222,32.32,0,0,0,0,Monday,CHO
PW59RX,1,6/2/2009,6/23/2009,6/23/2009,45,2.222222222,0,83.52,0,1,0,0,Tuesday,DCX
22W4K4,1,2/17/2007,6/28/2007,1/11/2010,69,28.98550725,8.695652174,50.08,0.017241379,0,0,0,Monday,RIC
47YLNC,1,5/21/2009,5/21/2009,5/21/2009,45,6.666666667,0,40,0,0,0,0,Tuesday,DCX
N6FWWL,0,6/8/2009,6/24/2009,7/24/2009,35,45.71428571,2.857142857,45.49,0.066666667,1,0,0,Saturday,DCX
RKMHTS,1,3/22/2009,3/25/2009,3/25/2009,41,48.7804878,0,111.94,0,0,0,0,Monday,RIC
ARG2R6,1,3/6/2007,2/24/2009,2/24/2009,43,9.302325581,4.651162791,81.6,0,0,0,0,Monday,RIC
5JFMLK,0,2/7/2007,2/20/2007,8/22/2007,0,0,0,52.82,0.032786885,0,0,0,Wednesday,CHO
PEJYTF,1,4/5/2009,4/5/2009,8/29/2009,46,19.56521739,0,59.41,0.01369863,0,0,0,Tuesday,RIC
SDDU7B,1,9/18/2006,3/23/2007,10/9/2008,43,37.20930233,4.651162791,72.45,0.022968198,0,0,0,Thursday,RIC
MN649U,1,2/15/2007,11/5/2007,11/5/2007,44,20.45454545,0,59.84,0,0,0,0,Monday,CHO
TEDNKN,1,5/6/2009,5/6/2009,5/6/2009,45,0,0,50.95,0,1,0,0,Thursday,RIC
22DEDZ,1,6/2/2009,6/12/2009,8/15/2009,43,11.62790698,0,71.46,0.046875,1,0,0,Wednesday,DCX
8CL5BM,1,5/19/2009,5/19/2009,5/27/2009,37,51.35135135,0,59.11,0.25,0,0,0,Wednesday,DCX
DAERFJ,1,5/15/2007,5/16/2007,1/4/2010,56,14.28571429,8.928571429,81.26,0.034232365,0,0,0,Monday,CHO
Y5QMEF,1,5/30/2009,6/2/2009,6/2/2009,46,4.347826087,0,50.57,0,1,0,0,Tuesday,RIC
QGHKVD,1,12/5/2007,12/5/2007,9/3/2009,49,4.081632653,0,84.15,0.032915361,0,0,0,Thursday,RIC
9NA49X,1,1/30/2009,2/19/2009,10/14/2009,46,2.173913043,0,66.63,0.012658228,0,0,0,Wednesday,RIC
VUV89V,1,8/27/2008,9/25/2008,1/16/2009,38,0,0,62.38,0.03539823,0,0,0,Sunday,DCX
DNET24,1,5/2/2009,11/4/2009,11/4/2009,40,2.5,0,40.02,0,0,0,0,Wednesday,RIC
87CE5K,1,2/22/2009,3/9/2009,4/8/2009,33,84.84848485,12.12121212,38.14,0.066666667,0,0,0,Wednesday,RIC
K9AMMR,1,3/20/2008,3/20/2008,12/21/2009,56,21.42857143,8.928571429,104.73,0.034321373,0,0,0,Monday,RIC
3Q972E,1,8/27/2008,1/26/2009,1/26/2009,43,30.23255814,2.325581395,75.79,0,0,0,0,Wednesday,DCX
7EMJGU,1,8/27/2008,7/25/2008,1/14/2010,63,22.22222222,9.523809524,124.25,0.137546468,0,1,1,Thursday,DCX
MPFCYD,0,9/12/2008,1/30/2009,1/30/2009,5,40,0,65.89,0,0,0,0,Saturday,DCX
WGV4DP,0,9/5/2008,9/5/2008,1/13/2010,4,100,50,108.19,0.016161616,1,0,0,Monday,RIC
K4VCRV,1,1/9/2008,1/30/2009,1/30/2009,45,0,0,76.31,0,0,0,0,Thursday,CHO
CUKLLU,1,6/18/2005,11/10/2006,10/1/2009,43,25.58139535,0,137.03,0.055871212,0,0,0,Friday,CHO
39KKJC,1,6/30/2007,3/22/2008,1/15/2010,45,86.66666667,22.22222222,150.33,0.093373494,1,0,1,Friday,RIC
WVRKYT,1,1/14/2009,1/14/2009,7/21/2009,45,2.222222222,0,149.39,0.015957447,1,0,0,Tuesday,RIC
YYUSLB,1,5/28/2009,5/28/2009,6/22/2009,45,0,0,64.91,0.08,1,1,0,Monday,RIC
XPWGRT,1,5/12/2007,5/18/2007,1/5/2009,35,42.85714286,8.571428571,102.71,0.025083612,0,0,0,Friday,CHO
V5QYCW,0,5/3/2009,5/28/2009,5/28/2009,0,0,0,29.8,0,1,0,0,Tuesday,DCX
NWE7TB,1,12/13/2007,12/13/2007,1/13/2010,43,39.53488372,0,109.37,0.047244094,0,0,0,Thursday,RIC
FNXJNZ,0,2/4/2007,4/17/2007,6/15/2009,0,0,0,67.32,0.051898734,0,0,0,Monday,CHO
CQMBTB,1,8/18/2008,8/18/2008,9/1/2009,45,13.33333333,2.222222222,77.31,0.023746702,0,0,0,Wednesday,CHO
CVX8RW,1,2/21/2009,2/21/2009,2/21/2009,45,0,0,51.51,0,0,0,0,Saturday,DCX
B9UDT2,1,12/13/2008,12/13/2008,12/21/2008,45,2.222222222,0,117.84,0.25,0,0,0,Tuesday,RIC
C8WUW6,1,8/21/2007,8/22/2007,1/12/2010,58,58.62068966,10.34482759,178.84,0.139588101,1,1,0,Tuesday,RIC
WQFU8Q,1,5/2/2009,10/28/2009,10/28/2009,42,11.9047619,2.380952381,49.33,0,0,0,0,Wednesday,RIC
NLCYN8,1,5/14/2007,5/14/2007,5/14/2007,45,0,0,50.15,0,0,0,0,Monday,RIC
RP7ZNU,0,3/27/2009,8/6/2009,8/6/2009,0,0,0,92.72,0,1,0,0,Thursday,DCX
75YSBV,1,9/16/2008,4/25/2009,4/25/2009,45,0,0,134.4,0,0,0,0,Monday,CHO
EEBT5B,1,8/22/2007,8/27/2007,7/20/2009,42,33.33333333,23.80952381,121.91,0.018759019,0,0,0,Monday,CHO
8FW4UY,1,5/8/2009,5/20/2009,5/20/2009,46,8.695652174,4.347826087,52.04,0,0,0,0,Wednesday,CHO
3CQWVV,1,3/30/2009,4/13/2009,1/11/2010,52,9.615384615,9.615384615,65.15,0.091575092,0,0,0,Wednesday,CHO
XH3G9U,1,8/5/2005,9/7/2005,2/25/2009,39,30.76923077,5.128205128,59.84,0.051302289,0,0,0,Tuesday,CHO
EC22P4,1,1/21/2008,11/21/2009,11/21/2009,42,11.9047619,2.380952381,40.02,0,1,1,0,Wednesday,RIC
2LML3N,1,3/13/2009,3/16/2009,1/11/2010,41,100,21.95121951,49.41,0.016611296,0,0,0,Monday,RIC
MHQA9T,1,4/13/2005,5/4/2006,11/21/2009,55,0,0,91.29,0.035466461,0,0,0,Thursday,CHO
PU4FU7,0,4/2/2006,7/17/2006,12/9/2006,0,0,0,89.33,0.096551724,0,0,0,Monday,CHO
6RE9UL,1,8/27/2008,7/19/2008,4/20/2009,37,13.51351351,2.702702703,64,0.072727273,1,0,0,Sunday,DCX
D46M9M,1,6/24/2009,6/24/2009,6/24/2009,45,13.33333333,4.444444444,51.86,0,1,0,0,Wednesday,RIC
U2JNCK,1,2/9/2009,3/26/2009,7/30/2009,45,4.444444444,2.222222222,80.4,0.015873016,0,0,0,Saturday,DCX
SRYF79,0,12/19/2008,5/15/2009,5/15/2009,0,0,0,87.64,0,0,0,0,Saturday,DCX
G62QHS,1,6/26/2009,7/6/2009,10/13/2009,37,91.89189189,8.108108108,65.39,0.060606061,1,0,0,Monday,DCX
RERVG5,0,12/17/2008,12/17/2008,1/25/2009,0,0,0,130.91,0.102564103,1,0,0,Wednesday,RIC
GPFT5V,1,6/2/2009,11/12/2009,1/13/2010,52,32.69230769,13.46153846,128.96,0.080645161,1,0,0,Friday,RIC
Z3P3CJ,1,5/25/2007,5/27/2007,5/27/2007,46,4.347826087,0,50.35,0,0,0,0,Tuesday,RIC
X3QUGH,1,11/3/2008,11/10/2008,1/17/2009,37,48.64864865,0,175.07,0.044117647,1,0,0,Tuesday,DCX
JC6YFC,1,7/23/2008,6/6/2009,1/0/00,30,100,6.666666667,51.48,0,0,0,0,Friday,CHO
ZWTHCX,1,2/11/2009,4/22/2009,6/17/2009,45,0,0,43.54,0.053571429,0,0,0,Wednesday,RIC
E4LCL8,1,6/11/2009,6/11/2009,6/11/2009,45,0,0,438.56,0,1,0,0,Thursday,CHO
4VYCTC,1,3/20/2009,4/22/2009,4/22/2009,21,85.71428571,0,39.7,0,0,0,0,Sunday,DCX
QKXDQX,1,6/1/2009,6/1/2009,1/11/2010,44,56.81818182,0,64.81,0.102678571,1,0,0,Wednesday,RIC
9SRSH8,1,5/12/2007,5/17/2007,1/8/2010,53,5.660377358,3.773584906,84.73,0.034126163,1,0,0,Friday,CHO
TTWJ7K,0,6/25/2009,6/27/2009,6/27/2009,34,0,0,292.68,0,1,0,0,Monday,RIC
VN7FGT,0,12/28/2008,12/28/2008,12/28/2008,11,27.27272727,9.090909091,32.9,0,0,0,0,Thursday,DCX
G89HRE,1,6/4/2009,6/4/2009,6/4/2009,44,27.27272727,13.63636364,77.22,0,1,0,0,Thursday,CHO
SNEQVV,1,4/19/2009,4/23/2009,9/16/2009,48,12.5,2.083333333,94.69,0.198630137,1,0,0,Monday,RIC
GBGCLZ,1,6/22/2009,6/22/2009,6/22/2009,41,9.756097561,0,148.28,0,1,0,0,Monday,CHO
RU7HD6,1,6/29/2009,7/1/2009,7/1/2009,31,80.64516129,0,51.42,0,1,0,0,Wednesday,RIC
EDMU6P,1,6/2/2009,6/17/2009,6/17/2009,40,57.5,0,90.92,0,1,0,0,Thursday,BWI
H3MPFZ,1,2/8/2009,2/18/2009,12/2/2009,46,17.39130435,0,100.43,0.052264808,1,0,0,Wednesday,RIC
C5NXRN,1,7/27/2008,8/6/2008,10/25/2008,44,6.818181818,0,45.16,0.0375,0,0,0,Friday,RIC
NYEFNF,1,8/27/2008,7/30/2008,11/4/2009,48,12.5,6.25,85.08,0.043290043,0,0,0,Thursday,DCX
TB9S9Y,1,10/24/2007,10/25/2007,9/2/2008,46,4.347826087,0,102.29,0.009584665,0,0,0,Wednesday,RIC
S34YQE,1,2/23/2009,2/24/2009,2/24/2009,44,20.45454545,6.818181818,75.59,0,0,0,0,Saturday,BWI
5XKAVF,1,8/27/2008,3/7/2009,3/9/2009,45,0,0,79.87,1,1,0,0,Tuesday,DCX
35CR67,1,6/7/2007,6/27/2007,5/9/2008,47,4.255319149,2.127659574,94.48,0.015772871,0,0,0,Thursday,CHO
8BM9A4,1,8/12/2006,8/24/2006,1/13/2010,63,17.46031746,1.587301587,171.66,0.125201939,1,1,0,Thursday,CHO
TXWWNU,1,4/26/2009,5/22/2009,5/22/2009,47,6.382978723,2.127659574,89.95,0,0,0,0,Saturday,BWI
TYPYUU,1,8/5/2007,9/12/2007,10/14/2009,35,68.57142857,11.42857143,55.38,0.038007864,1,0,0,Wednesday,RIC
T2NLQH,1,11/30/2008,4/3/2009,4/3/2009,24,79.16666667,16.66666667,40,0,0,0,0,Sunday,DCX
HWEZNK,1,4/24/2009,4/30/2009,6/23/2009,42,28.57142857,2.380952381,45.04,0.037037037,0,0,0,Friday,RIC
DVU78G,1,8/27/2008,7/19/2008,8/8/2008,36,2.777777778,0,40,0.1,1,0,0,Sunday,DCX
AUTF26,1,11/30/2008,1/28/2009,1/28/2009,45,0,0,93.04,0,0,0,0,Saturday,DCX
B6YX7A,1,6/10/2005,6/20/2006,11/5/2009,43,46.51162791,9.302325581,55.89,0.017828201,0,0,0,Tuesday,CHO
TX8MZ8,0,4/4/2009,4/3/2009,4/3/2009,0,0,0,152.5,0,0,0,0,Friday,RIC
RHZ3ZH,0,8/27/2008,1/6/2009,12/28/2009,11,54.54545455,9.090909091,55.24,0.058988764,1,0,0,Sunday,DCX
RYZRH8,0,5/20/2007,6/5/2007,9/29/2009,0,0,0,63.7,0.022432113,0,1,0,Tuesday,CHO
T7BX6S,1,11/25/2008,3/31/2009,3/31/2009,39,23.07692308,5.128205128,121.12,0,0,0,0,Tuesday,CHO
V6KNYJ,1,11/7/2007,11/7/2007,1/11/2010,51,17.64705882,0,142.61,0.010050251,0,0,0,Wednesday,CHO
BX2RAD,1,5/2/2009,5/20/2009,8/4/2009,45,0,0,17.59,0.026315789,0,0,0,Thursday,DCX
JTG4ME,1,4/4/2009,9/9/2009,9/9/2009,26,53.84615385,0,69.64,0,0,0,0,Friday,RIC
GEMD54,1,3/17/2009,3/17/2009,3/17/2009,44,4.545454545,0,62.3,0,1,0,0,Wednesday,DCX
PFSL3Y,0,6/4/2009,8/31/2009,8/31/2009,5,40,0,81.25,0,1,0,0,Monday,DCX
L3XGUF,0,2/18/2007,3/15/2007,12/17/2009,6,100,66.66666667,68.42,0.043650794,0,1,0,Thursday,CHO
5JUXGT,1,5/25/2009,5/25/2009,5/25/2009,45,2.222222222,0,52.74,0,1,0,0,Thursday,CHO
CS99SS,0,8/20/2007,8/20/2007,2/24/2009,0,0,0,51.73,0.012635379,1,0,0,Tuesday,RIC
3VD598,1,2/18/2009,2/18/2009,12/19/2009,50,22,2,54.73,0.049342105,0,0,0,Wednesday,RIC
5UHZFG,1,8/27/2008,9/22/2009,1/5/2010,39,64.1025641,20.51282051,96.42,0.066666667,1,0,0,Tuesday,RIC
FRALST,1,7/27/2008,7/27/2008,11/21/2009,42,19.04761905,7.142857143,52.31,0.022821577,1,0,0,Monday,RIC
8KGBHT,1,1/31/2009,2/4/2009,3/13/2009,47,0,0,79.54,0.135135135,0,0,0,Wednesday,CHO
PHD2NC,1,7/4/2007,9/17/2007,12/17/2009,51,29.41176471,1.960784314,64.49,0.01216545,0,0,0,Thursday,RIC
B966H8,0,6/7/2009,6/15/2009,9/7/2009,29,58.62068966,13.79310345,47.57,0.05952381,1,0,0,Wednesday,CHO
BCEDZE,0,6/24/2009,6/30/2009,6/30/2009,4,50,0,67.94,0,1,0,0,Tuesday,CHO
VFKFF2,1,5/16/2007,5/25/2007,1/1/2010,39,94.87179487,0,74.07,0.052521008,0,0,0,Friday,RIC
Z7W6PR,1,11/9/2007,11/10/2007,5/7/2009,41,24.3902439,0,58.44,0.003676471,0,0,0,Monday,RIC
GY6T7Z,1,5/23/2009,6/22/2009,10/2/2009,43,32.55813953,9.302325581,76.05,0.068627451,1,0,0,Friday,DCX
GZG83A,1,6/22/2009,6/24/2009,6/24/2009,40,30,2.5,51.38,0,1,0,0,Wednesday,CHO
GYHELC,0,4/15/2008,7/2/2008,7/2/2008,0,0,0,103.17,0,1,0,0,Tuesday,RIC
4A7Z8N,1,8/27/2008,10/21/2009,10/21/2009,40,10,7.5,69.58,0,0,0,0,Thursday,DCX
5C8GS6,1,5/13/2007,6/23/2007,6/9/2009,47,14.89361702,2.127659574,60.73,0.020920502,0,0,0,Tuesday,RIC
WZDJ5K,1,6/14/2009,7/2/2009,10/20/2009,42,47.61904762,33.33333333,80.15,0.045454545,1,0,0,Tuesday,RIC
VTWP7A,1,4/14/2008,4/18/2008,12/15/2009,53,22.64150943,20.75471698,68.96,0.02970297,1,0,0,Friday,RIC
VQBYL5,1,1/8/2009,7/10/2009,7/10/2009,38,28.94736842,0,17.34,0,1,0,0,Friday,CHO
WGCM3Z,0,4/26/2009,6/22/2009,6/22/2009,0,0,0,51.56,0,0,0,0,Thursday,BWI
RFBKKD,1,1/28/2009,1/30/2009,1/0/00,45,8.888888889,0,42.11,0,0,0,0,Monday,CHO
BV6F95,1,3/15/2009,9/17/2009,1/4/2010,41,17.07317073,4.87804878,73.88,0.036697248,0,0,0,Monday,RIC
3QE7EM,1,12/26/2008,12/26/2008,3/20/2009,45,0,0,80.35,0.023809524,0,0,0,Friday,RIC
R53K6F,1,5/10/2009,6/29/2009,11/5/2009,45,17.77777778,2.222222222,47.61,0.023255814,0,0,0,Monday,CHO
V23FPX,1,1/28/2009,2/9/2009,2/9/2009,45,0,0,84.21,0,0,0,0,Monday,CHO
WFMQB5,1,4/20/2009,4/21/2009,4/21/2009,45,2.222222222,0,54.59,0,0,0,0,Tuesday,CHO
E296RL,0,9/14/2008,9/17/2008,7/28/2009,0,0,0,40.54,0.050955414,0,0,0,Sunday,DCX
H3762W,1,6/30/2007,7/3/2007,7/1/2009,46,19.56521739,0,102.58,0.042524005,0,0,0,Tuesday,RIC
6Z4C98,0,8/27/2008,8/6/2008,6/20/2009,18,16.66666667,0,53.24,0.132075472,1,0,0,Tuesday,DCX
MNU9TV,1,6/8/2007,6/27/2007,1/12/2010,60,41.66666667,11.66666667,58.82,0.050537634,0,1,0,Tuesday,RIC
4LS4TE,1,5/22/2009,5/22/2009,5/22/2009,43,11.62790698,2.325581395,85.43,0,1,0,0,Saturday,DCX
73R8D3,1,5/17/2007,5/21/2007,1/11/2010,56,55.35714286,16.07142857,88.33,0.053830228,0,0,0,Monday,RIC
MUF4VQ,1,11/5/2008,1/26/2009,3/25/2009,37,70.27027027,2.702702703,294.35,0.086206897,1,0,0,Tuesday,RIC
C3KXE4,1,6/26/2007,7/1/2007,11/2/2009,45,64.44444444,11.11111111,82.35,0.01754386,0,0,0,Friday,CHO
HBGEWD,1,4/15/2009,4/15/2009,4/15/2009,37,0,0,21.99,0,0,0,0,Sunday,BWI
5727BN,1,6/2/2009,6/8/2009,6/8/2009,45,4.444444444,0,37.98,0,1,0,0,Wednesday,DCX
KA3MLX,1,8/27/2008,7/19/2008,7/7/2009,48,8.333333333,2.083333333,45.7,0.028328612,0,0,0,Tuesday,DCX
2VREL,1,3/8/2007,5/26/2007,12/11/2009,12,83.33333333,16.66666667,26.26,0.030107527,1,0,0,Friday,DCX
4MHTA2,1,8/17/2006,8/17/2006,1/6/2010,279,97.13261649,42.65232975,58.78,0.021001616,0,0,0,Friday,RIC
ZZNZWE,1,4/1/2009,6/21/2009,6/21/2009,34,64.70588235,29.41176471,89.95,0,0,0,0,Thursday,DCX
2N4ED7,1,3/18/2008,3/18/2008,10/9/2008,37,51.35135135,0,150.09,0.014634146,0,0,0,Tuesday,RIC
A4XE2B,1,8/13/2007,8/13/2007,11/2/2009,50,10,0,51.65,0.020935961,1,0,0,Monday,CHO
PSCJBD,1,5/9/2006,5/9/2006,11/4/2009,47,12.76595745,4.255319149,123.04,0.010980392,1,0,0,Monday,CHO
8ABXZZ,0,1/5/2007,1/17/2007,11/10/2009,2,100,50,76.94,0.01459144,0,0,0,Monday,CHO
6LUNVV,1,10/15/2006,6/4/2007,6/4/2007,33,69.6969697,6.060606061,108.91,0,0,0,0,Monday,RIC
TYK5NS,1,7/9/2005,5/25/2008,5/17/2009,48,14.58333333,2.083333333,73.31,0.014005602,0,0,0,Tuesday,CHO
CMQZTX,1,5/18/2009,5/18/2009,5/28/2009,38,52.63157895,21.05263158,47.57,0.2,0,0,0,Thursday,DCX
KMUJRD,0,8/27/2008,8/20/2008,1/12/2010,26,84.61538462,7.692307692,69.68,0.068627451,1,1,0,Tuesday,DCX
BF3D6G,1,10/19/2007,11/5/2007,11/9/2009,43,32.55813953,13.95348837,77.4,0.070748299,0,0,0,Monday,RIC
NVTD9Z,0,8/27/2008,3/6/2009,3/6/2009,0,0,0,52.37,0,0,0,0,Friday,CHO
3WJPTW,1,7/24/2008,7/28/2008,1/18/2010,47,78.72340426,10.63829787,69.75,0.120593692,1,1,0,Monday,RIC
FTNFU8,1,5/10/2009,6/15/2009,6/15/2009,36,63.88888889,0,70.88,0,0,0,0,Tuesday,CHO
HRK683,1,7/5/2009,7/12/2009,7/12/2009,30,86.66666667,20,30.03,0,1,0,0,Tuesday,RIC
9DTH7Y,1,6/12/2009,6/17/2009,7/27/2009,44,27.27272727,2.272727273,106.96,0.05,1,0,0,Monday,RIC
WJ3222,1,8/27/2008,1/21/2009,1/21/2009,45,4.444444444,0,58.42,0,0,0,0,Friday,RIC
MU2YV9,1,1/25/2009,9/27/2009,11/12/2009,20,30,10,65.01,0.043478261,0,0,0,Monday,CHO
8TZX77,1,6/12/2009,6/16/2009,6/16/2009,45,0,0,95.65,0,1,0,0,Saturday,BWI
W34JZC,1,6/1/2009,6/16/2009,6/16/2009,42,9.523809524,2.380952381,89.82,0,1,0,0,Wednesday,DCX
GDY8EM,1,8/2/2007,10/24/2007,9/11/2009,47,4.255319149,2.127659574,113.95,0.015988372,1,0,0,Tuesday,CHO
PTNLWK,0,4/15/2009,4/15/2009,4/15/2009,0,0,0,50.72,0,0,0,0,Wednesday,CHO
MGCT6E,1,7/13/2005,2/6/2007,12/29/2009,57,7.01754386,5.263157895,100.24,0.083254494,1,0,1,Tuesday,CHO
5UYM9K,1,1/4/2007,10/16/2007,12/10/2009,51,13.7254902,1.960784314,48.74,0.015267176,0,0,0,Monday,RIC
ZFPX28,1,4/25/2009,9/3/2009,1/15/2010,47,17.0212766,8.510638298,68.25,0.074626866,0,0,0,Friday,DCX
3FQSS4,1,5/31/2009,8/18/2009,8/18/2009,40,2.5,2.5,86.24,0,1,0,0,Tuesday,RIC
VEDMQ9,0,10/9/2007,10/9/2007,10/9/2007,0,0,0,62.15,0,0,0,0,Monday,CHO
6JQRL5,1,4/20/2009,4/28/2009,4/28/2009,44,2.272727273,0,92.07,0,0,0,0,Tuesday,CHO
GGJUT9,1,3/17/2009,3/25/2009,3/25/2009,44,2.272727273,0,61.85,0,0,0,0,Wednesday,CHO
UBYRR9,1,4/6/2006,4/21/2006,4/21/2006,42,23.80952381,2.380952381,65.41,0,0,0,0,Thursday,CHO
77428A,0,6/17/2009,6/24/2009,11/12/2009,0,0,0,48.92,0.014184397,1,0,0,Tuesday,DCX
VBWB9V,0,5/9/2009,5/9/2009,6/23/2009,0,0,0,116.29,0.066666667,0,0,0,Wednesday,DCX
BE4PD7,1,12/12/2008,6/13/2009,6/13/2009,46,4.347826087,0,67.56,0,1,0,0,Tuesday,BWI
5N5PNR,1,9/22/2008,9/22/2008,3/30/2009,27,81.48148148,7.407407407,57.82,0.021164021,0,0,0,Sunday,DCX
JC236U,1,12/5/2006,12/8/2006,1/14/2010,53,33.96226415,18.86792453,20.43,0.015887026,0,0,0,Thursday,RIC
9A8C4H,1,12/21/2007,1/22/2008,4/8/2009,36,2.777777778,0,45.81,0.00678733,0,0,0,Wednesday,RIC
7YUSKK,0,10/9/2008,10/9/2008,3/4/2009,0,0,0,35.06,0.034246575,0,0,0,Tuesday,CHO
VRRCEH,1,4/15/2009,4/15/2009,1/15/2010,56,60.71428571,19.64285714,46.66,0.116363636,1,1,0,Friday,RIC
2PWET4,1,6/20/2009,7/1/2009,7/22/2009,29,100,0,76.16,0.095238095,1,0,0,Friday,RIC
RYA47S,1,10/31/2006,3/6/2007,5/3/2009,44,15.90909091,6.818181818,183.54,0.031685678,0,0,0,Monday,RIC
UJMXGJ,1,6/21/2009,6/27/2009,6/27/2009,44,4.545454545,0,109.16,0,1,0,0,Monday,RIC
UDCF23,1,8/27/2008,4/20/2009,4/20/2009,35,65.71428571,2.857142857,101.71,0,0,0,0,Tuesday,DCX
R9M36X,1,11/14/2006,11/14/2006,10/10/2009,44,6.818181818,0,52.62,0.005655042,1,1,0,Tuesday,CHO
36NZPF,1,6/1/2009,6/3/2009,6/3/2009,41,24.3902439,2.43902439,59.02,0,1,0,0,Thursday,BWI
T6V7QN,1,6/29/2007,11/29/2007,12/19/2009,55,7.272727273,0,119.03,0.087882823,0,0,0,Wednesday,CHO
